event_id,channel,weight,source,l1_pt,l1_eta,l1_phi,l1_mass,l1_charge,l1_flavor,l2_pt,l2_eta,l2_phi,l2_mass,l2_charge,l2_flavor
200027,ee,1.0,synthetic,22.500300916508937,-0.10662867525485288,2.4274264629789615,0.000511,-1,e,28.068040658987716,0.6922426599453314,-0.6436247757574456,0.000511,1,e
200028,ee,1.0,synthetic,12.919134726182067,0.9163906899078617,-0.4795355336084703,0.000511,-1,e,12.995037753493039,-1.9424527198805828,2.84554082237236,0.000511,1,e
200029,ee,1.0,synthetic,24.24422940547118,0.6012914726751597,1.8997702933853655,0.000511,-1,e,19.96468699298202,-0.27752947065768974,-0.9258584377396092,0.000511,1,e
200030,mumu,1.0,synthetic,42.95737537378435,-0.3971866475364403,-1.603538443309528,0.10566,-1,mu,44.973652316844365,0.42384418319705774,1.491506325467776,0.10566,1,mu
200031,ee,1.0,synthetic,21.554720356308717,0.6744152371057003,-2.519150175677657,0.000511,-1,e,26.970995754795588,-1.1267213143001082,0.6445378152813394,0.000511,1,e
200032,ee,1.0,synthetic,18.616156166016744,-1.2099843462870379,0.85410413999532,0.000511,-1,e,31.204045160331084,0.6468228379994841,-2.389507573881139,0.000511,1,e
200033,ee,1.0,synthetic,29.43881846712584,-0.6190083704238448,-1.2941199314629823,0.000511,-1,e,32.10716777151543,-1.0507145336592858,2.092200241920812,0.000511,1,e
200034,ee,1.0,synthetic,17.688930170524443,1.3396361129920056,2.186952536195232,0.000511,-1,e,15.644251124685306,-0.9932940572268301,-0.9425657696269963,0.000511,1,e
200035,ee,1.0,synthetic,15.884963463573564,0.786034998796772,-0.5226448024916022,0.000511,-1,e,14.826215372538819,-1.4142095185402876,2.481847320937935,0.000511,1,e
200036,ee,1.0,synthetic,18.83276338067532,-0.8082156003627045,-1.4206045421270093,0.000511,-1,e,19.501499204898643,0.906179778787191,1.8634620216940232,0.000511,1,e
200037,mumu,1.0,synthetic,29.124597036897708,1.6222859343850289,2.4292605582803564,0.10566,-1,mu,30.455586198303646,-1.3069384593177735,-0.9442115989341388,0.10566,1,mu
200038,ee,1.0,synthetic,69.10731808858496,-0.019731572638233254,1.6057752474802018,0.000511,-1,e,68.33232058788172,0.058187925024675756,-1.8336337232417776,0.000511,1,e
200039,ee,1.0,synthetic,60.140104950306174,0.5741424158900339,-1.7692277038140936,0.000511,-1,e,57.432115668260835,-0.07512955741834916,1.341282722022484,0.000511,1,e
200040,ee,1.0,synthetic,23.013896108009984,0.25277555827088427,2.068414080879264,0.000511,-1,e,21.617094092791376,-0.21231873408174534,-0.981922572944055,0.000511,1,e
200041,mumu,1.0,synthetic,44.67427538164251,0.3132075245126352,1.9530481579876942,0.10566,-1,mu,39.70963311896295,0.10803656068054661,-1.1666933571481004,0.10566,1,mu
200042,ee,1.0,synthetic,37.97433039730146,0.3307032576590299,1.6293547569595073,0.000511,-1,e,35.487252040016685,-0.496872590038334,-1.507471644863308,0.000511,1,e
200043,mumu,1.0,synthetic,22.95662665983001,-0.5142173039274177,2.129488920437782,0.10566,-1,mu,21.08792552989907,0.4303942004366428,-1.051912422937832,0.10566,1,mu
200044,ee,1.0,synthetic,11.415554443793354,1.6478521439373524,2.4788393953759864,0.000511,-1,e,11.462778816895918,-1.104487397556995,-0.751330895002746,0.000511,1,e
200045,ee,1.0,synthetic,32.83624802456972,-0.061987084268281804,-2.9918173387731994,0.000511,-1,e,34.71971220025924,1.095287965550724,0.062205044191568214,0.000511,1,e
200046,mumu,1.0,synthetic,13.459775135599179,1.4480570538924193,-1.7426568561169464,0.10566,-1,mu,12.951023514880418,-1.2001062833284422,1.8709138184944472,0.10566,1,mu
200047,mumu,1.0,synthetic,33.363891733245275,0.32642014670206876,-1.1744298336678334,0.10566,-1,mu,33.14518291324681,0.5395678518441567,1.728735158717877,0.10566,1,mu
200048,ee,1.0,synthetic,29.93965164146198,0.13204875324390808,1.0427539791126277,0.000511,-1,e,33.75822116954454,-0.2756363732626875,-2.1112711893738334,0.000511,1,e
200049,ee,1.0,synthetic,88.04669197638663,0.8156508773922007,1.3974780232630148,0.000511,-1,e,107.24561420414655,0.312962158384885,-1.8924075102671818,0.000511,1,e
200050,mumu,1.0,synthetic,70.64480671062685,-0.7855226597384504,2.6329361223588252,0.10566,-1,mu,94.33492400366548,-0.6932508535383509,-0.5491041692761657,0.10566,1,mu
200051,mumu,1.0,synthetic,31.53030708640549,1.3403333034964129,1.026452171109615,0.10566,-1,mu,34.58005105751007,-0.4422978397535473,-2.2694075433603538,0.10566,1,mu
200052,mumu,1.0,synthetic,68.01388867499811,0.6592765991429164,-3.001057616393261,0.10566,-1,mu,67.07711419138192,-0.5459270284618378,-0.11043994625015213,0.10566,1,mu
200053,mumu,1.0,synthetic,36.83936712303129,-0.7666912249434864,-3.112658396952952,0.10566,-1,mu,40.76336105912334,0.20523706024577532,-0.3001603252753015,0.10566,1,mu
200054,ee,1.0,synthetic,43.70661843798194,0.19134960166703857,-0.9869645513576797,0.000511,-1,e,48.28482477959772,-0.28293257917823705,2.283066339764492,0.000511,1,e
200055,ee,1.0,synthetic,17.377254296920082,-0.6317234689093332,-2.366517264360187,0.000511,-1,e,20.45610427947499,0.7103192229745505,0.9991958751066621,0.000511,1,e
200056,ee,1.0,synthetic,63.46177056428328,0.3571286409711735,-0.630801416555032,0.000511,-1,e,70.95589174708809,1.1112041232893932,2.511348446523814,0.000511,1,e
200057,ee,1.0,synthetic,44.54985442131239,-0.3829392135331168,-0.0848860862323176,0.000511,-1,e,44.26343957767273,0.8331319194791953,2.86982455875012,0.000511,1,e
200058,mumu,1.0,synthetic,54.910893197838746,-0.36335256706673386,0.7540045883075652,0.10566,-1,mu,41.03496170725898,0.00945186410163982,-2.3713544116567866,0.10566,1,mu
200059,mumu,1.0,synthetic,27.60478161161208,-0.048602150362770075,-3.023995885116197,0.10566,-1,mu,27.890120483635922,0.13523828340250132,0.268564362834898,0.10566,1,mu
200060,ee,1.0,synthetic,8.001662910078858,-1.2429924710086557,-1.9780584920520121,0.000511,-1,e,6.568924441693791,2.572056546803246,1.258613193766294,0.000511,1,e
200061,ee,1.0,synthetic,25.617178957944322,-1.0417780908962098,-0.06962139632063868,0.000511,-1,e,23.48609167830466,0.4911781647816799,3.068887253990622,0.000511,1,e
200062,mumu,1.0,synthetic,86.34506933718481,-1.4110824436494915,-0.5616716045040577,0.10566,-1,mu,73.24109692376733,-0.003808773962471838,2.5126838610118685,0.10566,1,mu
200063,ee,1.0,synthetic,22.949019599238113,-0.3659467470407721,1.7097944741802,0.000511,-1,e,23.78380199045817,0.07963262226743348,-1.376760197340639,0.000511,1,e
200064,mumu,1.0,synthetic,44.14459628969144,0.01195785627103394,-3.1082846269364746,0.10566,-1,mu,47.90337945505918,0.8035086394651997,0.14890077523694897,0.10566,1,mu
200065,ee,1.0,synthetic,30.09194249910871,-0.03493635218009619,-2.7194309440091757,0.000511,-1,e,31.555340801394124,0.3136729363317736,0.4361802478454642,0.000511,1,e
200066,mumu,1.0,synthetic,47.37742923948034,0.5218764563589788,-2.7500261922484404,0.10566,-1,mu,40.30235438462173,0.36879634394942895,0.29602572543243344,0.10566,1,mu
200067,ee,1.0,synthetic,57.72855240569158,0.3403706165263427,-1.3061297171245754,0.000511,-1,e,50.20631608117566,-0.7919713389754099,1.5699655938193469,0.000511,1,e
200068,mumu,1.0,synthetic,23.892673722540803,-1.633082438152905,-2.3432161061924743,0.10566,-1,mu,14.586466417864282,0.7029809882189141,0.992134448424013,0.10566,1,mu
200069,mumu,1.0,synthetic,30.749397015656644,0.8339382344169666,-0.5712582402853471,0.10566,-1,mu,33.28249523565393,-0.13634035664856786,2.4622825512472546,0.10566,1,mu
200070,mumu,1.0,synthetic,49.28995789762988,-0.6341867417519602,-2.7488189260849643,0.10566,-1,mu,55.435898775549035,-0.12979468129272234,0.30800548001889877,0.10566,1,mu
200071,ee,1.0,synthetic,57.25021012055063,0.5574763390472868,-1.0385472267245643,0.000511,-1,e,49.50375532055817,-0.5939752263994375,2.1223889416722854,0.000511,1,e
200072,mumu,1.0,synthetic,107.15300283076033,0.7002066256722312,2.7441013204828772,0.10566,-1,mu,93.46038991545886,0.6761348764891898,-0.3174695921859536,0.10566,1,mu
200073,ee,1.0,synthetic,39.283179191438904,0.5049476986829872,0.07217448392561607,0.000511,-1,e,38.53956245948527,0.12799617786703119,-3.0976839657498214,0.000511,1,e
200074,mumu,1.0,synthetic,22.005057762762224,-1.2305867864843822,-2.8957026563263075,0.10566,-1,mu,17.700780332622763,0.9187541201852082,0.4449854336180881,0.10566,1,mu
200075,ee,1.0,synthetic,10.874672495793947,-1.3747635610278623,-2.7910115260074955,0.000511,-1,e,15.189022660115219,1.1530462136918314,0.3091733980221977,0.000511,1,e
200076,mumu,1.0,synthetic,15.503827812474995,-1.5660015520934563,-0.9525066387446643,0.10566,-1,mu,13.204457295879571,1.6373501878068075,1.8190702857940921,0.10566,1,mu
200077,ee,1.0,synthetic,31.003722642828368,0.6440116443488554,-0.317845106868392,0.000511,-1,e,26.806298112062326,-0.1746977908670762,2.713060680566846,0.000511,1,e
200078,ee,1.0,synthetic,14.041981308965712,1.5444540231938755,-1.2421165267391026,0.000511,-1,e,18.860389077401962,-1.7991500305266068,1.6906924548321913,0.000511,1,e
200079,ee,1.0,synthetic,48.277091787927944,-0.3141535450911955,3.1307823862705852,0.000511,-1,e,42.73027376723874,-0.43041836436168207,0.04456115305255011,0.000511,1,e
200080,ee,1.0,synthetic,57.559911338442475,-0.4054428622926877,-1.6959254330414648,0.000511,-1,e,58.45614368986358,0.8504820569569137,1.3009319752955657,0.000511,1,e
200081,ee,1.0,synthetic,27.075088402132227,0.4351185924882313,1.5634678246525724,0.000511,-1,e,26.16743438735518,0.19509487242231882,-1.6217773222600678,0.000511,1,e
200082,mumu,1.0,synthetic,21.06723233595183,-0.3321376652185967,-1.576936431969887,0.10566,-1,mu,22.3319080554846,0.4278367870123844,1.726220274073028,0.10566,1,mu
200083,ee,1.0,synthetic,22.831850559161584,-0.001371003633584966,-2.1852069455970518,0.000511,-1,e,25.26238769252047,-0.06973040044571283,0.9456804949453331,0.000511,1,e
200084,mumu,1.0,synthetic,40.63255178629537,0.4331924086738579,0.8559964972462013,0.10566,-1,mu,34.602274208192455,-0.6034496514364389,-2.163253217720943,0.10566,1,mu
200085,mumu,1.0,synthetic,36.25359423674416,0.5759272775597903,0.39192441328682126,0.10566,-1,mu,35.48815480488513,0.553100642287666,-2.6201329484719986,0.10566,1,mu
200086,mumu,1.0,synthetic,13.088155337274578,1.3709152187559508,-3.120476321842472,0.10566,-1,mu,17.81274437524034,-0.7620612805884782,-0.00866114960312832,0.10566,1,mu
200087,ee,1.0,synthetic,35.36050981063872,-0.4257369380720714,-0.9445289638667936,0.000511,-1,e,32.69489681291675,-1.3424537046857379,2.242070284969131,0.000511,1,e
200088,ee,1.0,synthetic,45.006341062519866,-0.6685257118326766,-2.007995529469544,0.000511,-1,e,41.59617411603148,0.16060740536734708,1.2353779354685346,0.000511,1,e
200089,mumu,1.0,synthetic,13.175796991683194,-0.8780615418259334,2.4771231560998155,0.10566,-1,mu,12.854041116478676,1.5719197096558655,-0.9688538870691173,0.10566,1,mu
200090,mumu,1.0,synthetic,22.820407425178015,0.9389452581330743,-0.6413687731852743,0.10566,-1,mu,21.533527768696466,-0.7994877880010984,2.6076417148776927,0.10566,1,mu
200091,mumu,1.0,synthetic,53.03989995445518,0.5345353537979899,-2.0265261310156375,0.10566,-1,mu,49.95882765983261,-0.23772209841317835,1.3131026787205362,0.10566,1,mu
200092,mumu,1.0,synthetic,69.12072847554155,0.6228316002690524,0.4895685686096046,0.10566,-1,mu,106.85475005103339,-0.48152677937914196,-2.4893846030204987,0.10566,1,mu
200093,ee,1.0,synthetic,18.140763634832172,-1.3983989019256837,-1.1747875453287582,0.000511,-1,e,19.30822211771459,0.9940220688250706,2.299079662384155,0.000511,1,e
200094,mumu,1.0,synthetic,82.94433495842904,0.6455224502357756,-1.4580238661211853,0.10566,-1,mu,84.129210566143,-0.6158827245492045,1.3973323432089981,0.10566,1,mu
200095,ee,1.0,synthetic,37.38514194139505,-0.8361241712735784,-1.7683416637925935,0.000511,-1,e,35.5905380387385,0.6670908080820765,1.5508830566150213,0.000511,1,e
200096,ee,1.0,synthetic,27.21732448221656,0.046620934191594736,1.7028876482997304,0.000511,-1,e,20.5430625681042,0.9705782182977027,-1.4574158646462223,0.000511,1,e
200097,ee,1.0,synthetic,27.962388230269134,-0.7138237231315585,-1.0092268040912622,0.000511,-1,e,20.888235992133893,1.0923653491729637,2.3516753811005335,0.000511,1,e
200098,mumu,1.0,synthetic,22.369647737060255,0.094320026219394,-1.9488798620367445,0.10566,-1,mu,22.25017987817675,-0.2842593151844339,1.3497460649782793,0.10566,1,mu
200099,ee,1.0,synthetic,18.4170426096593,-1.2953857006742036,-2.218471477099219,0.000511,-1,e,14.029219455160833,1.3197797853571582,0.691752013370841,0.000511,1,e
200100,mumu,1.0,synthetic,94.22468536348264,-0.2812049714627884,1.6786129961942833,0.10566,-1,mu,76.71723829980075,0.2737365932696376,-1.6134620743760888,0.10566,1,mu
200101,mumu,1.0,synthetic,89.33793325974118,-0.046631258370250776,1.2404617925219055,0.10566,-1,mu,82.99985767951013,-1.121575209409846,-2.0637256656531453,0.10566,1,mu
200102,ee,1.0,synthetic,23.80179330874112,-0.9499978621920809,-0.9910119542958838,0.000511,-1,e,21.6492120299067,0.04263506106508287,2.4847238603577875,0.000511,1,e
200103,ee,1.0,synthetic,49.704167440998816,1.0963502727662167,-0.8870382706932414,0.000511,-1,e,54.68864024985828,0.1514154939893635,2.1433446952154616,0.000511,1,e
200104,mumu,1.0,synthetic,20.507662529540827,-0.3528306893196387,-2.7778020903397174,0.10566,-1,mu,17.60924787062201,1.18197533120073,0.0714863476841052,0.10566,1,mu
200105,mumu,1.0,synthetic,24.247470758660153,0.5019422334060771,0.5868615304391708,0.10566,-1,mu,20.812232012073608,-0.22346147848930326,-2.3973571521230275,0.10566,1,mu
200106,mumu,1.0,synthetic,32.82806745766535,-0.06276128766907993,0.9183855058145708,0.10566,-1,mu,31.45202674002673,-0.3878581411797383,-2.3331733567326127,0.10566,1,mu
200107,mumu,1.0,synthetic,38.67820707433622,-0.4962023070845793,1.3762152705915973,0.10566,-1,mu,44.78355448980164,0.683676650961144,-1.7592490724127134,0.10566,1,mu
200108,mumu,1.0,synthetic,11.53023287771538,-2.1790336222767763,0.42119071132778835,0.10566,-1,mu,17.38365011863233,1.0606252044091784,-2.914014437749388,0.10566,1,mu
200109,ee,1.0,synthetic,35.185079073346614,-0.3698763932464533,2.235078790328594,0.000511,-1,e,37.24774522627883,0.8436753019900323,-0.8806569704282649,0.000511,1,e
200110,ee,1.0,synthetic,41.284653884232426,-0.26914764488144877,-3.0664433864479728,0.000511,-1,e,42.23002642983826,-0.08402821081033385,0.15367992438320624,0.000511,1,e
200111,mumu,1.0,synthetic,26.42510056840063,-0.7709156380017429,-0.001875942742975773,0.10566,-1,mu,19.03522587097519,0.4050708139928351,-3.051405962753368,0.10566,1,mu
200112,ee,1.0,synthetic,11.951370119228555,-2.0462025014463396,0.43856709695497503,0.000511,-1,e,10.608608991877292,1.8732589300891695,-2.65567206976044,0.000511,1,e
200113,mumu,1.0,synthetic,19.301389997861722,-0.3907521396780483,-0.12635045331397166,0.10566,-1,mu,25.85406089340871,0.3281366664706256,2.8791993439944505,0.10566,1,mu
200114,ee,1.0,synthetic,43.57935394860775,0.2901594120450308,1.1318601693982027,0.000511,-1,e,50.78527576996042,-0.28919653948522317,-1.8764944007104403,0.000511,1,e
200115,mumu,1.0,synthetic,91.63383163062876,0.5012048830288127,2.0247321511341068,0.10566,-1,mu,94.23517290866613,-0.014408167345984862,-1.0545904063327791,0.10566,1,mu
200116,mumu,1.0,synthetic,22.941560709116768,-0.03536082445536717,-0.42004047960941715,0.10566,-1,mu,22.59648920722696,-0.5029476652482423,2.6726967481796455,0.10566,1,mu
200117,ee,1.0,synthetic,24.609999330164335,0.5687145327829369,-2.5260191514275934,0.000511,-1,e,27.744398763451848,-0.26657437027639524,0.403636562242037,0.000511,1,e
200118,ee,1.0,synthetic,58.29520257309336,-0.5043607860333673,2.6545588727623852,0.000511,-1,e,56.099388219375285,-0.3297314113403596,-0.4948710886095502,0.000511,1,e
200119,mumu,1.0,synthetic,28.617313491280257,0.36461369045497705,-1.0105181541079753,0.10566,-1,mu,37.53480053948638,-0.5284936514345225,1.9564872566242373,0.10566,1,mu
200120,mumu,1.0,synthetic,29.387442052003,-0.2551689224590978,2.1345887204395733,0.10566,-1,mu,30.66126168896939,-0.23890192833094692,-1.1257828925215632,0.10566,1,mu
200121,mumu,1.0,synthetic,71.49752526884689,0.48969642035715333,0.6767928922687709,0.10566,-1,mu,89.38984684292818,-0.3508750140431874,-2.3295994499334576,0.10566,1,mu
200122,mumu,1.0,synthetic,17.686274319829216,-1.7621785748729681,-2.5998476560884396,0.10566,-1,mu,16.853222689543887,0.9093504218719121,0.3651835355831947,0.10566,1,mu
200123,mumu,1.0,synthetic,36.056319849294766,0.5643334415016426,0.9022767443043118,0.10566,-1,mu,35.053329215203945,-0.2200469257381978,-2.334741930272032,0.10566,1,mu
200124,mumu,1.0,synthetic,46.2516577272972,-0.964020628361481,1.453314892314281,0.10566,-1,mu,35.19059774082079,1.1785701694055422,-2.0979907751418088,0.10566,1,mu
200125,mumu,1.0,synthetic,26.99449252560761,0.03550160803553804,-3.0711073518153236,0.10566,-1,mu,29.109331059840493,-0.5702780110674849,0.14425362854700294,0.10566,1,mu
200126,ee,1.0,synthetic,12.36449508121949,1.8285470880409669,-0.9356617764323514,0.000511,-1,e,15.140133994099408,-1.932596996179577,1.9521703256047485,0.000511,1,e
200127,ee,1.0,synthetic,39.03065943134895,-0.21928506998946093,-2.927237995451019,0.000511,-1,e,42.248664244815544,0.0681644669503724,0.28603747481407577,0.000511,1,e
200128,mumu,1.0,synthetic,19.501534594047946,0.7330933145162848,-2.442744762225415,0.10566,-1,mu,13.932583397854085,-1.276954676568359,0.5985765539937721,0.10566,1,mu
200129,ee,1.0,synthetic,20.224738124322293,-0.7650135080382858,-1.2994184757864553,0.000511,-1,e,18.28407663450353,0.873841668995619,1.9670874667237015,0.000511,1,e
200130,mumu,1.0,synthetic,44.92641597436302,0.6987222212906671,-2.0005045499605174,0.10566,-1,mu,55.6929586650561,-0.5354200346307757,1.2515354850426945,0.10566,1,mu
200131,ee,1.0,synthetic,36.364002428967424,0.47704960400130325,0.5988192102246456,0.000511,-1,e,33.069293505151336,-0.21869341468092346,-2.412262634905149,0.000511,1,e
200132,mumu,1.0,synthetic,33.78368626152831,-0.33541181071555115,-2.874430399006466,0.10566,-1,mu,29.36662433851594,-1.4710986056994393,0.05980956756482289,0.10566,1,mu
200133,ee,1.0,synthetic,40.13657356814906,-0.07516856713385364,1.7685755450105982,0.000511,-1,e,37.29525911515588,-0.28860436035369286,-1.301377135358398,0.000511,1,e
200134,mumu,1.0,synthetic,23.347846128102425,0.7700146271849841,2.832945032379378,0.10566,-1,mu,21.565720800784646,-1.7835360404644638,-0.6840932082051976,0.10566,1,mu
200135,mumu,1.0,synthetic,34.14687911874224,0.4615668393257794,-1.4323050731398783,0.10566,-1,mu,36.87298675782048,1.244433853618457,1.3992070045732656,0.10566,1,mu
200136,ee,1.0,synthetic,31.743603566820937,0.06998926299784296,-2.8081442987927385,0.000511,-1,e,28.82900991655496,-0.04747670048903807,0.3235895372228721,0.000511,1,e
200137,ee,1.0,synthetic,22.512938310118972,-0.365982960500085,-0.8530125704130773,0.000511,-1,e,27.487775566674046,0.08531413762249569,2.3746708540185835,0.000511,1,e
200138,ee,1.0,synthetic,22.630185155136328,-1.0696568407427796,2.912665818591615,0.000511,-1,e,22.751432432020547,0.477616930647222,-0.2221997566453824,0.000511,1,e
200139,ee,1.0,synthetic,13.982455372457082,-0.7992045600630336,-0.32595101174708624,0.000511,-1,e,16.265871339043272,1.5959931920793993,2.5419637928650802,0.000511,1,e
200140,mumu,1.0,synthetic,83.15054945384239,0.7556796957720938,2.131417923800939,0.10566,-1,mu,83.15850368081777,-0.21967592105567418,-1.101637846414496,0.10566,1,mu
200141,mumu,1.0,synthetic,24.43607827655798,-0.4439802514729559,1.0678378678065965,0.10566,-1,mu,26.081276548399707,0.05213373202971062,-2.090288577776626,0.10566,1,mu
200142,ee,1.0,synthetic,27.5290796991824,-0.6784812849324562,0.5276640695532714,0.000511,-1,e,27.66854617732332,-0.014943768219363596,-2.601979554779132,0.000511,1,e
200143,mumu,1.0,synthetic,14.477335117158935,-1.2689847016101492,0.734206098131552,0.10566,-1,mu,22.522558890890156,0.4195838415413195,-2.4079707638660537,0.10566,1,mu
200144,mumu,1.0,synthetic,18.89059941079705,-1.9227721140438747,2.601884425329132,0.10566,-1,mu,17.5043842356605,1.7429955379330164,-0.7327750938172781,0.10566,1,mu
200145,ee,1.0,synthetic,21.73880763787299,-1.213861975171913,-0.9888348611273087,0.000511,-1,e,20.3748150436622,0.9301606202528461,1.8216514487917574,0.000511,1,e
200146,ee,1.0,synthetic,58.40040231207096,1.3471098654335985,-1.279488501015868,0.000511,-1,e,77.38487875257381,-0.408014311184397,1.8521116084505727,0.000511,1,e
200147,mumu,1.0,synthetic,57.62368738108608,-0.4200054886910186,-2.0449689281496264,0.10566,-1,mu,54.060229867615526,-1.0289241205544382,1.2356086313147092,0.10566,1,mu
200148,ee,1.0,synthetic,23.199454363324293,1.4764334040140672,-0.5109744985067168,0.000511,-1,e,24.6169743949834,-1.7040918395401354,2.3917137087616505,0.000511,1,e
200149,mumu,1.0,synthetic,28.26501683364661,1.5756741288227538,-0.6537978311312912,0.10566,-1,mu,26.88873373338643,-1.2468657670018086,2.269187336789915,0.10566,1,mu
200150,mumu,1.0,synthetic,20.399125919575862,0.38415518159554896,-2.619844663628705,0.10566,-1,mu,22.503888182819175,-0.5420040655060425,0.41392933612811383,0.10566,1,mu
200151,ee,1.0,synthetic,35.50152538901557,0.702269871661382,-2.9620476080804736,0.000511,-1,e,26.119800932961127,-1.0242654121024157,0.16518825018184202,0.000511,1,e
200152,ee,1.0,synthetic,32.19547345678408,0.39212763416236873,1.6514440887919495,0.000511,-1,e,32.616095661642866,-0.7080884746822884,-1.517166455881106,0.000511,1,e
200153,mumu,1.0,synthetic,17.51969213437501,1.1479208604873345,-1.1279298834333098,0.10566,-1,mu,23.764156891875075,-1.431281434570141,2.349896732816255,0.10566,1,mu
200154,ee,1.0,synthetic,44.50975970224823,-0.6399909904254688,-0.3677734058014016,0.000511,-1,e,45.99070037529878,-0.07396885093407857,2.826571932006871,0.000511,1,e
